46 5
3 36
51 14
12 22
15 2
7 34
3 57
19 33
48 33
0 55
21 49
4 58
63 62
35 22
36 14
54 7
62 28
4 45
21 62
49 50
21 15
45 61
52 54
49 2
62 5
63 26
62 40
47 21
29 27
41 16
3 17
11 55
42 9
43 45
44 8
58 16
34 57
55 32
45 55
59 13
24 50
1 61
44 18
29 0
13 60
58 19
2 41
5 31
12 24
47 11
4 60
22 16
54 20
61 2
57 0
20 32
7 7
10 4
38 32
21 19
59 43
24 21
55 57
32 15
1 3
39 35
2 0
26 37
62 53
46 7
54 26
11 42
49 17
36 26
40 17
19 5
48 4
47 32
21 43
48 49
46 30
5 2
62 29
31 44
39 63
24 39
6 43
12 9
26 2
60 34
28 35
26 63
8 56
27 48
10 12
26 12
18 11
19 1
45 59
53 59
35 46
51 62
12 45
3 24
36 47
18 30
31 49
59 23
56 21
38 41
20 56
29 45
10 25
13 14
9 62
52 25
31 42
26 29
60 45
59 10
12 54
34 29
36 51
51 60
11 36
53 53
23 20
42 44
52 3
62 4
61 37
18 28
63 42
34 61
21 25
39 4
9 37
39 23
44 26
6 63
8 49
56 52
18 29
52 18
1 18
14 10
15 26
38 13
15 47
26 58
57 58
61 50
6 6
24 14
6 1
34 18
38 24
20 9
11 57
39 27
13 17
47 31
25 59
21 31
38 37
39 50
27 10
51 28
2 9
43 28
63 25
5 14
7 26
21 60
51 29
25 36
25 47
52 9
25 46
51 35
10 20
15 50
36 21
21 27
12 32
59 60
22 57
29 43
47 23
12 18
7 53
29 23
29 1
21 55
53 55
0 20
41 38
25 8
35 10
33 5
52 34
4 33
41 2
50 48
7 29
9 39
4 13
44 34
5 16
43 56
15 13
40 54
60 54
59 24
48 10
41 1
4 59
63 30
51 24
1 38
33 38
48 13
52 6
31 62
16 7
1 46
23 44
17 46
60 6
51 51
11 19
29 41
30 4
6 8
47 36
38 33
13 51
43 46
52 8
3 22
43 57
10 61
47 0
26 30
51 37
37 3
18 52
23 6
29 19
24 38
9 5
13 44
12 23
4 21
2 52
8 28
0 51
40 19
13 27
17 63
4 48
28 3
28 11
59 36
5 50
15 8
21 40
2 15
36 58
43 15
42 6
38 7
40 43
27 13
60 12
50 1
9 38
8 30
12 15
33 9
0 27
3 10
21 23
25 17
36 55
63 7
27 52
39 31
43 40
34 30
35 36
34 40
31 28
56 33
32 60
31 54
18 0
56 56
37 48
3 23
43 20
28 26
56 22
19 48
39 12
27 51
45 52
44 58
58 17
4 35
63 32
15 58
20 61
46 22
32 16
34 6
43 42
14 59
36 39
43 62
25 18
44 25
57 47
25 34
54 15
36 8
56 11
59 31
49 19
18 4
54 63
28 56
20 3
21 42
56 49
8 11
24 22
61 44
25 24
