25 1
9 38
10 58
6 40
45 46
36 14
45 47
20 61
12 28
60 55
8 42
35 12
22 2
37 41
1 45
50 53
2 26
18 35
22 5
5 36
26 26
13 36
44 55
44 44
3 15
13 32
5 48
59 18
6 46
54 9
11 54
4 51
62 16
51 56
50 18
14 63
55 23
0 31
8 41
51 7
58 58
50 54
57 21
57 22
49 58
47 12
35 11
11 57
28 61
45 48
2 29
14 0
38 39
55 10
59 59
0 52
38 36
63 24
60 61
60 57
58 11
2 25
20 62
19 7
19 30
49 2
24 3
60 56
48 15
36 13
8 2
39 42
51 17
8 33
22 31
50 14
26 60
10 59
61 54
9 27
46 63
22 4
53 13
21 32
14 60
51 4
1 23
12 37
11 34
22 29
12 29
50 20
